87, 3385, 25.527547, 27.559052, 'ae albopictus', 'mosquito', '/CDC/sounds/CDC_Ae-albopictus_labelled_800.wav'
237, 3753, 157.374376, 157.582664, 'an coluzzii', 'mosquito', '/CDC/sounds/CDC_An-coluzzii_labelled_800.wav'
238, 3753, 186.200591, 186.413724, 'an coluzzii', 'mosquito', '/CDC/sounds/CDC_An-coluzzii_labelled_800.wav'
239, 3753, 186.529978, 186.612325, 'an coluzzii', 'mosquito', '/CDC/sounds/CDC_An-coluzzii_labelled_800.wav'
240, 3753, 190.933108, 191.020299, 'an coluzzii', 'mosquito', '/CDC/sounds/CDC_An-coluzzii_labelled_800.wav'
244, 3845, 94.011355, 94.267517, 'an dirus', 'mosquito', '/CDC/sounds/CDC_An-dirus_labelled_800.wav'
245, 3845, 136.557074, 137.055675, 'an dirus', 'mosquito', '/CDC/sounds/CDC_An-dirus_labelled_800.wav'
263, 3937, 49.329168, 49.401585, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
264, 3937, 61.912791, 61.993729, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
265, 3937, 65.239741, 65.312159, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
266, 3937, 73.946893, 74.002272, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
267, 3937, 88.609328, 88.703045, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
268, 3937, 89.912845, 89.989523, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
269, 3937, 116.021521, 116.085419, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
270, 3937, 117.904379, 117.972537, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
271, 3937, 291.919621, 292.013338, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
272, 3937, 811.290157, 811.413693, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
273, 3937, 811.605387, 811.707623, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
274, 3937, 811.937656, 812.022853, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
275, 3937, 854.834436, 854.962232, 'an farauti', 'mosquito', '/CDC/sounds/CDC_An-farauti_labelled_800.wav'
276, 4029, 48.537087, 48.730914, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
277, 4029, 50.482667, 50.570437, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
278, 4029, 59.142689, 59.219489, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
279, 4029, 61.552721, 61.662434, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
280, 4029, 62.174429, 62.360941, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
281, 4029, 62.803451, 62.876593, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
282, 4029, 63.264246, 63.319102, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
283, 4029, 73.204255, 73.332254, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
284, 4029, 75.149834, 75.222977, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
285, 4029, 75.928798, 76.159195, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
286, 4029, 80.29538, 80.445321, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
287, 4029, 87.960671, 88.088669, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
288, 4029, 92.612507, 92.678335, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
289, 4029, 94.203347, 94.302089, 'an freeborni', 'mosquito', '/CDC/sounds/CDC_An-freeborni_labelled_800.wav'
328, 4121, 51.56577, 51.907826, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
329, 4121, 71.50105, 71.600977, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
330, 4121, 80.705792, 80.801875, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
331, 4121, 90.202626, 90.352515, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
332, 4121, 106.040931, 106.186977, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
333, 4121, 108.308487, 108.39304, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
334, 4121, 108.861925, 108.938791, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
335, 4121, 120.891504, 120.96837, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
336, 4121, 123.278203, 123.34354, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
337, 4121, 144.6701, 144.793086, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
338, 4121, 162.626072, 162.718312, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
339, 4121, 173.994601, 174.090684, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
340, 4121, 180.512865, 180.620477, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
341, 4121, 191.212656, 191.304896, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
342, 4121, 256.74888, 256.825747, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
343, 4121, 304.990182, 305.101638, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
344, 4121, 318.295742, 318.468691, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
345, 4121, 731.859601, 731.92878, 'an funestus', 'mosquito', '/CDC/sounds/CDC_An-funestus_labelled_800.wav'
403, 4397, 16.437475, 16.535442, 'an merus', 'mosquito', '/CDC/sounds/CDC_An-merus_labelled_800.wav'
404, 4397, 73.279368, 73.657241, 'an merus', 'mosquito', '/CDC/sounds/CDC_An-merus_labelled_800.wav'
405, 4397, 499.177209, 499.695035, 'an merus', 'mosquito', '/CDC/sounds/CDC_An-merus_labelled_800.wav'
406, 4397, 519.736299, 520.156158, 'an merus', 'mosquito', '/CDC/sounds/CDC_An-merus_labelled_800.wav'
407, 4736, 50.440631, 50.864218, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
408, 4736, 63.364869, 63.514087, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
409, 4736, 70.830602, 70.955753, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
410, 4736, 73.266231, 73.367315, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
411, 4736, 79.446761, 79.504523, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
412, 4736, 88.038853, 88.07736, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
413, 4736, 97.468492, 97.550322, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
414, 4736, 146.258094, 146.33511, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
415, 4736, 148.323084, 148.404913, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
416, 4736, 184.910471, 184.987487, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
417, 4736, 208.833549, 208.939446, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
418, 4736, 1059.960829, 1060.081166, 'an minimus', 'mosquito', '/CDC/sounds/CDC_An-minimus_labelled_800.wav'
419, 4740, 107.485637, 107.742897, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadriannulatus_labelled_800.wav'
420, 4740, 164.646014, 164.796821, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadriannulatus_labelled_800.wav'
421, 4740, 329.544851, 329.704529, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadriannulatus_labelled_800.wav'
422, 4740, 364.336967, 364.558742, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadriannulatus_labelled_800.wav'
423, 4740, 366.208751, 366.355122, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadriannulatus_labelled_800.wav'
424, 4740, 768.070105, 768.225348, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadriannulatus_labelled_800.wav'
425, 4744, 68.085791, 68.549272, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
426, 4744, 71.651673, 71.714305, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
427, 4744, 73.576581, 73.676793, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
428, 4744, 76.440978, 76.574594, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
429, 4744, 81.965171, 82.044506, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
430, 4744, 85.313927, 85.75653, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
431, 4744, 94.834079, 95.038679, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
432, 4744, 112.020459, 112.1499, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
433, 4744, 120.893408, 121.745211, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
434, 4744, 124.605432, 124.768277, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
435, 4744, 129.148382, 129.327929, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
436, 4744, 130.355103, 130.501246, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
437, 4744, 132.175624, 132.259134, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
438, 4744, 138.071437, 138.418004, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
439, 4744, 150.385003, 150.618831, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
440, 4744, 152.272331, 152.618898, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
441, 4744, 157.462485, 157.566872, 'an quadriannulatus', 'mosquito', '/CDC/sounds/CDC_An-quadrimaculatus_labelled_800.wav'
592, 4834, 26.482358, 45.638821, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_12-10-17.wav'
593, 4834, 51.525079, 63.587846, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_12-10-17.wav'
594, 4834, 71.450884, 84.457075, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_12-10-17.wav'
595, 4834, 90.006213, 97.126576, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_12-10-17.wav'
596, 4834, 99.383651, 111.442132, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_12-10-17.wav'
597, 4834, 119.984082, 132.204694, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_12-10-17.wav'
598, 4834, 138.177823, 162.344649, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_12-10-17.wav'
599, 4834, 167.070771, 178.792562, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_12-10-17.wav'
600, 4834, 183.793016, 196.923923, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_12-10-17.wav'
489, 4748, 33.78289, 33.880655, 'an sinensis', 'mosquito', '/CDC/sounds/CDC_An-sinensis_labelled_800.wav'
490, 4748, 63.995669, 64.069835, 'an sinensis', 'mosquito', '/CDC/sounds/CDC_An-sinensis_labelled_800.wav'
491, 4748, 183.2758, 183.38705, 'an sinensis', 'mosquito', '/CDC/sounds/CDC_An-sinensis_labelled_800.wav'
492, 4748, 229.933339, 229.983907, 'an sinensis', 'mosquito', '/CDC/sounds/CDC_An-sinensis_labelled_800.wav'
493, 4748, 235.060948, 235.125001, 'an sinensis', 'mosquito', '/CDC/sounds/CDC_An-sinensis_labelled_800.wav'
494, 4748, 540.532977, 540.647598, 'an sinensis', 'mosquito', '/CDC/sounds/CDC_An-sinensis_labelled_800.wav'
500, 4752, 62.088162, 62.206377, 'an stephensi', 'mosquito', '/CDC/sounds/CDC_An-stephensi_labelled_800.wav'
501, 4752, 62.554803, 62.673019, 'an stephensi', 'mosquito', '/CDC/sounds/CDC_An-stephensi_labelled_800.wav'
502, 4752, 70.28238, 70.381931, 'an stephensi', 'mosquito', '/CDC/sounds/CDC_An-stephensi_labelled_800.wav'
503, 4752, 81.593762, 81.693312, 'an stephensi', 'mosquito', '/CDC/sounds/CDC_An-stephensi_labelled_800.wav'
504, 4752, 86.689484, 86.913471, 'an stephensi', 'mosquito', '/CDC/sounds/CDC_An-stephensi_labelled_800.wav'
505, 4752, 93.371785, 93.434004, 'an stephensi', 'mosquito', '/CDC/sounds/CDC_An-stephensi_labelled_800.wav'
506, 4752, 109.828663, 110.002876, 'an stephensi', 'mosquito', '/CDC/sounds/CDC_An-stephensi_labelled_800.wav'
507, 4752, 115.751895, 115.963439, 'an stephensi', 'mosquito', '/CDC/sounds/CDC_An-stephensi_labelled_800.wav'
508, 4752, 126.161104, 126.304207, 'an stephensi', 'mosquito', '/CDC/sounds/CDC_An-stephensi_labelled_800.wav'
509, 4752, 126.44731, 126.609079, 'an stephensi', 'mosquito', '/CDC/sounds/CDC_An-stephensi_labelled_800.wav'
540, 4755, 190.455095, 191.18536, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
541, 4755, 205.557174, 206.381827, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
542, 4755, 240.217438, 241.15635, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
543, 4755, 605.429414, 606.65149, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
544, 4755, 606.939622, 607.575499, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
545, 4755, 674.084258, 675.385819, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
546, 4755, 682.509629, 683.264733, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
547, 4755, 695.728915, 695.907756, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
548, 4755, 930.556302, 930.700367, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
549, 4755, 966.294576, 966.607546, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
550, 4755, 1052.033646, 1052.242293, 'culex quinquefasciatus', 'mosquito', '/CDC/sounds/CDC_Cx-quinquefasciatus_labelled_800.wav'
551, 4758, 91.912023, 92.099701, 'culex tarsalis', 'mosquito', '/CDC/sounds/CDC_Cx-tarsalis_labelled_800.wav'
552, 4758, 122.357108, 122.691267, 'culex tarsalis', 'mosquito', '/CDC/sounds/CDC_Cx-tarsalis_labelled_800.wav'
553, 4758, 129.566702, 129.832198, 'culex tarsalis', 'mosquito', '/CDC/sounds/CDC_Cx-tarsalis_labelled_800.wav'
554, 4758, 130.486783, 130.587489, 'culex tarsalis', 'mosquito', '/CDC/sounds/CDC_Cx-tarsalis_labelled_800.wav'
